lang,id,speaker_id,gender,duration_sec,sample_rate,n_words,n_chars
sna,sna_41294,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,23.42675,48000,33,284
sna,sna_7800,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,18.09875,48000,20,157
sna,sna_7819,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.70675,48000,17,130
sna,sna_7885,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,18.26675,48000,24,187
sna,sna_7846,MRTL0yRE9JYPru6liwSsoRCMIiD3,Male,21.14675,48000,24,227
sna,sna_7858,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.90675,48000,28,216
sna,sna_7854,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,23.37875,48000,19,175
sna,sna_7841,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.42675,48000,26,217
sna,sna_7896,tmHt2JhxrfWp3wBlMVh873MkGz52,Male,19.58675,48000,19,155
sna,sna_7899,oCN8mxzXTwaSHzRN0Uuo4Zd3PSY2,female,22.94675,48000,28,230
sna,sna_7861,6xxsSWfShAUAktSJ7BIoL4a91py1,Male,23.85875,48000,24,186
sna,sna_7833,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,27.02675,48000,31,277
sna,sna_7889,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,25.89875,48000,16,143
sna,sna_7898,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,33.98675,48000,39,327
sna,sna_36937,Ss9GBR97MCUXMMi0ibM4EcwQpGH2,Female,14.90675,48000,12,110
sna,sna_36964,5sARICpRDvc7D3wcUA1zOqyQbIq1,Male,15.86675,48000,11,119
sna,sna_36976,FjWt9cvjUvSd8Gn5y0FTqctULdg2,Male,15.98675,48000,9,106
sna,sna_36926,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,17.85875,48000,30,247
sna,sna_36929,1hsZ9plACwbUjolprhO9KPopzji2,Female,18.81875,48000,23,196
sna,sna_36981,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,17.78675,48000,20,160
sna,sna_36914,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,20.42675,48000,28,223
sna,sna_36958,fVOjNSI6wUelfRpE86wE1z170O73,Male,20.42675,48000,12,120
sna,sna_36901,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,19.58675,48000,24,230
sna,sna_36945,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,22.05875,48000,27,224
sna,sna_36940,q7CSRCHvTrOuNdrAnuBLhdSnT9I2,Female,19.70675,48000,19,172
sna,sna_36965,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.37875,48000,23,205
sna,sna_36934,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,23.97875,48000,24,225
sna,sna_36983,DOToxzuX5sOrpgBfaHxwVNzE7la2,Female,23.73875,48000,34,262
sna,sna_36902,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,26.66675,48000,33,285
sna,sna_36916,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,29.85875,48000,18,156
sna,sna_36955,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,26.78675,48000,35,277
sna,sna_36969,IORd2eNihBh3Uz0XkY4LdY9Ehps1,Male,35.54675,48000,29,259
sna,sna_5533,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,15.98675,48000,24,162
sna,sna_5529,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,16.53875,48000,10,90
sna,sna_5560,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,19.20275,48000,14,108
sna,sna_5544,MRTL0yRE9JYPru6liwSsoRCMIiD3,Male,17.49875,48000,21,150
sna,sna_5576,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,17.90675,48000,21,166
sna,sna_5541,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,18.09875,48000,21,162
sna,sna_5510,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,19.34675,48000,25,214
sna,sna_5519,b0jlnEWrFCarUWG42cy1e7pgeQc2,Female,18.57875,48000,17,128
sna,sna_5513,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,23.01875,48000,31,255
sna,sna_5523,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,23.30675,48000,27,238
sna,sna_5565,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,22.65875,48000,28,242
sna,sna_5548,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,24.69875,48000,37,292
sna,sna_97472,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.89875,48000,28,195
sna,sna_97416,yMp9VdnNyORCJnbDnscFtd4cVHn2,male,16.17875,48000,18,162
sna,sna_97452,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,17.61875,48000,33,227
sna,sna_97419,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,18.81875,48000,24,174
sna,sna_97465,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,21.86675,48000,26,198
sna,sna_97445,2xRfhns8LycwNgZA7uoGhqbPFhx2,Female,22.46675,48000,29,201
sna,sna_97401,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,22.70675,48000,20,147
sna,sna_97494,mlCx7b2KkFU7F2pOKuAWLqvzp5q2,Female,22.94675,48000,30,239
sna,sna_97481,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,23.90675,48000,22,187
sna,sna_97446,FChdqE4fUlO8RBopBzfXsDLDIHR2,Male,26.49875,48000,40,324
sna,sna_63228,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,15.02675,48000,23,185
sna,sna_63221,VhbTVNcBgoU9GMXQK1BgpkkmfCH2,Female,15.86675,48000,14,115
sna,sna_63224,YbvzAao3AMeJQvwkBlwZVItOsn92,Male,17.42675,48000,20,191
sna,sna_63283,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,15.81875,48000,15,110
sna,sna_63217,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,18.55475,48000,30,228
sna,sna_63288,A6o8btd1cNQM39nPwzCrT22gBRY2,Male,15.26675,48000,14,86
sna,sna_63210,O1bXJt6tFoh5LXu40Cy8sWGHPxz1,Male,17.78675,48000,20,158
sna,sna_63227,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,18.14675,48000,24,206
sna,sna_63260,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,17.85875,48000,24,161
sna,sna_63219,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,19.41875,48000,22,176
sna,sna_63292,4I6m2NXNGIWZ5wB5SjgpccqFjtL2,Female,18.62675,48000,28,212
sna,sna_63240,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,20.78675,48000,24,201
sna,sna_63251,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,21.98675,48000,34,234
sna,sna_63211,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,26.42675,48000,34,266
sna,sna_63285,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,30.86675,48000,40,365
sna,sna_63286,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,26.01875,48000,40,309
sna,sna_63243,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,30.69875,48000,46,428
sna,sna_63274,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,30.33875,48000,41,302
sna,sna_96411,KeZGlSe8KMNMWnnC3l3QPsPAOUH2,Female,17.37875,48000,17,141
sna,sna_96483,A6o8btd1cNQM39nPwzCrT22gBRY2,Male,15.45875,48000,22,183
sna,sna_96454,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.82675,48000,17,150
sna,sna_96443,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,19.53875,48000,28,221
sna,sna_96401,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,18.86675,48000,26,224
sna,sna_96419,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,19.10675,48000,23,205
sna,sna_96440,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,17.47475,48000,23,202
sna,sna_96437,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,20.37875,48000,33,271
sna,sna_96497,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,18.07475,48000,14,141
sna,sna_96413,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,23.54675,48000,24,194
sna,sna_96434,4I6m2NXNGIWZ5wB5SjgpccqFjtL2,Female,22.89875,48000,44,326
sna,sna_96469,9YsbXfx0ppQJk9wKB9iinCzo42e2,Female,23.35475,48000,17,144
sna,sna_96421,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,25.46675,48000,29,262
sna,sna_96475,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,22.53875,48000,32,242
sna,sna_232,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,15.02675,48000,14,126
sna,sna_290,dJbZPsh9kjQGwQ2fnlpHuNIeOfO2,female,16.46675,48000,12,97
sna,sna_246,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,16.65875,48000,16,128
sna,sna_298,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,16.65875,48000,14,138
sna,sna_237,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,19.70675,48000,22,207
sna,sna_257,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,19.58675,48000,17,130
sna,sna_229,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,19.39475,48000,32,244
sna,sna_275,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,20.01875,48000,19,139
sna,sna_282,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,21.33875,48000,31,229
sna,sna_253,tuCj2k05qHcsv9oDamPForPCs2z1,female,21.93875,48000,13,108
sna,sna_291,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,22.22675,48000,17,140
sna,sna_221,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,27.02675,48000,28,251
sna,sna_259,vXEDg10Xu4MxNaneKbHNogUoAkG2,Male,29.97875,48000,14,126
sna,sna_299,SRs7BWecPpVIpPZCGjUZxh7qDEO2,female,29.18675,48000,19,162
sna,sna_14675,A6o8btd1cNQM39nPwzCrT22gBRY2,Male,15.45875,48000,12,110
sna,sna_14669,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,16.77875,48000,20,156
sna,sna_14699,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,18.62675,48000,19,131
sna,sna_14687,MRTL0yRE9JYPru6liwSsoRCMIiD3,Male,16.89875,48000,21,173
sna,sna_14666,2xRfhns8LycwNgZA7uoGhqbPFhx2,Female,18.09875,48000,19,160
sna,sna_14627,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,21.69875,48000,31,257
sna,sna_14601,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,23.73875,48000,32,292
sna,sna_14631,DOToxzuX5sOrpgBfaHxwVNzE7la2,Female,27.50675,48000,31,272
sna,sna_14658,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,28.82675,48000,40,316
sna,sna_14605,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,29.78675,48000,37,343
sna,sna_15729,3pfBfFLrM0PwyQrhUeEQHvDbjak2,Male,5.06675,48000,3,24
sna,sna_15700,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,16.77875,48000,17,153
sna,sna_15712,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,17.06675,48000,12,96
sna,sna_15741,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,16.82675,48000,26,194
sna,sna_15702,yMp9VdnNyORCJnbDnscFtd4cVHn2,male,19.05875,48000,24,168
sna,sna_15786,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,15.93875,48000,22,198
sna,sna_15732,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,20.25875,48000,27,250
sna,sna_15743,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,18.09875,48000,18,163
sna,sna_15738,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.06675,48000,23,202
sna,sna_15730,akPZ3sZLNmWepmQ73pcfOBhbAXC3,female,26.66675,48000,28,216
sna,sna_15765,9YsbXfx0ppQJk9wKB9iinCzo42e2,Female,27.45875,48000,28,228
sna,sna_21941,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,15.62675,48000,24,181
sna,sna_21920,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,16.85075,48000,19,157
sna,sna_21986,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,16.89875,48000,20,171
sna,sna_21974,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.33875,48000,15,136
sna,sna_21963,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,19.89875,48000,21,165
sna,sna_21998,3TJZHIth5tY646wZREH7LVRhqhD2,Female,18.02675,48000,23,203
sna,sna_21967,4I6m2NXNGIWZ5wB5SjgpccqFjtL2,Female,20.73875,48000,32,244
sna,sna_21932,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,22.77875,48000,31,212
sna,sna_21990,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,19.53875,48000,23,199
sna,sna_21972,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,25.89875,48000,30,275
sna,sna_21950,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,25.82675,48000,17,140
sna,sna_21923,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,26.37875,48000,26,203
sna,sna_21918,IORd2eNihBh3Uz0XkY4LdY9Ehps1,Male,30.12275,48000,26,201
sna,sna_21988,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,26.61875,48000,31,323
sna,sna_21903,fOCzY1CDIsMKq21MsHuUaZVwFbo2,Female,35.66675,48000,37,317
sna,sna_37030,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,16.70675,48000,10,94
sna,sna_37014,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,19.05875,48000,21,137
sna,sna_37092,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,16.34675,48000,10,92
sna,sna_37054,akPZ3sZLNmWepmQ73pcfOBhbAXC3,female,18.74675,48000,18,139
sna,sna_37074,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,19.41875,48000,15,124
sna,sna_37095,3TJZHIth5tY646wZREH7LVRhqhD2,Female,20.49875,48000,26,198
sna,sna_37006,akPZ3sZLNmWepmQ73pcfOBhbAXC3,female,20.97875,48000,18,165
sna,sna_37079,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,22.65875,48000,19,165
sna,sna_37021,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,27.93875,48000,30,229
sna,sna_37050,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,31.34675,48000,51,421
sna,sna_94191,DS6hxJnyXlYI6P8AJQ3wE6UAOx22,Female,1.01075,48000,18,148
sna,sna_94104,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.38675,48000,23,199
sna,sna_94154,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,18.98675,48000,21,185
sna,sna_94158,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,21.14675,48000,28,245
sna,sna_94131,2Q9Qx8uHQ5VAkWNdgqd7mVEeE2u1,Male,21.21875,48000,31,254
sna,sna_94122,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,20.49875,48000,17,135
sna,sna_94199,2Q9Qx8uHQ5VAkWNdgqd7mVEeE2u1,Male,19.65875,48000,26,228
sna,sna_94108,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,23.85875,48000,33,263
sna,sna_94124,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,25.17875,48000,24,171
sna,sna_94140,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,27.93875,48000,32,289
sna,sna_94170,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,28.82675,48000,26,217
sna,sna_92414,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,15.89075,48000,25,220
sna,sna_92447,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,15.45875,48000,14,101
sna,sna_92443,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,17.78675,48000,20,144
sna,sna_92407,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,17.49875,48000,16,137
sna,sna_92413,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,17.18675,48000,18,132
sna,sna_92495,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,15.53075,48000,22,150
sna,sna_92401,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,18.50675,48000,24,223
sna,sna_92470,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,18.33875,48000,32,272
sna,sna_92419,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,19.53875,48000,26,194
sna,sna_92485,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,17.30675,48000,18,155
sna,sna_92494,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,15.55475,48000,13,89
sna,sna_92468,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,16.29875,48000,22,182
sna,sna_92497,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,16.10675,48000,22,222
sna,sna_92420,IORd2eNihBh3Uz0XkY4LdY9Ehps1,Male,19.08275,48000,16,137
sna,sna_92460,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.45875,48000,29,222
sna,sna_92479,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,26.61875,48000,34,262
sna,sna_92406,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,30.02675,48000,47,374
sna,sna_92408,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,28.77875,48000,50,371
sna,sna_92455,fOCzY1CDIsMKq21MsHuUaZVwFbo2,Female,35.06675,48000,37,317
sna,sna_19039,4I6m2NXNGIWZ5wB5SjgpccqFjtL2,Female,15.86675,48000,27,213
sna,sna_19018,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,16.17875,48000,17,156
sna,sna_19045,tmHt2JhxrfWp3wBlMVh873MkGz52,Male,18.21875,48000,16,123
sna,sna_19021,4HdcZXLtmjhpO6zY9qLnLNCs7OJ2,Female,18.00275,48000,29,238
sna,sna_19094,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.02675,48000,22,177
sna,sna_19006,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,23.01875,48000,23,207
sna,sna_19098,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,20.42675,48000,19,167
sna,sna_19066,FChdqE4fUlO8RBopBzfXsDLDIHR2,Male,21.86675,48000,27,208
sna,sna_19038,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,24.98675,48000,30,243
sna,sna_19065,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,24.81875,48000,24,216
sna,sna_19011,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,33.62675,48000,48,413
sna,sna_19046,IORd2eNihBh3Uz0XkY4LdY9Ehps1,Male,31.10675,48000,29,229
sna,sna_51374,GpUAaoiJCqWAAdihqYNKdupdXt83,Female,1.01075,48000,19,163
sna,sna_51305,hOQjSNiXjcQ6cfwyvEniTQLZAaH2,Female,17.37875,48000,9,84
sna,sna_51328,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,17.61875,48000,15,119
sna,sna_51365,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,18.14675,48000,18,168
sna,sna_51377,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,17.49875,48000,14,145
sna,sna_51382,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,16.39475,48000,12,103
sna,sna_51350,cOE3UXzDl4NGvbbSn0BEtvdWlnC2,Female,17.13875,48000,20,140
sna,sna_51392,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,17.06675,48000,23,204
sna,sna_51335,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.37875,48000,25,224
sna,sna_51304,yMp9VdnNyORCJnbDnscFtd4cVHn2,male,20.73875,48000,20,175
sna,sna_51353,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,19.46675,48000,25,224
sna,sna_51309,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,20.97875,48000,24,178
sna,sna_51371,CHczhd1C0ZTwDtmpNuZVyEIfqU53,Female,20.06675,48000,17,148
sna,sna_51348,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,21.74675,48000,31,270
sna,sna_51358,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,20.90675,48000,15,138
sna,sna_51344,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,21.69875,48000,26,242
sna,sna_51336,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,21.62675,48000,33,266
sna,sna_51389,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,20.61875,48000,28,214
sna,sna_51367,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,24.93875,48000,30,259
sna,sna_51388,IORd2eNihBh3Uz0XkY4LdY9Ehps1,Male,24.89075,48000,19,160
sna,sna_51323,vXEDg10Xu4MxNaneKbHNogUoAkG2,Male,32.42675,48000,17,152
sna,sna_9657,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,15.50675,48000,22,172
sna,sna_9608,3TJZHIth5tY646wZREH7LVRhqhD2,Female,17.13875,48000,19,138
sna,sna_9627,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,15.93875,48000,19,153
sna,sna_9676,XNh4GlwhoZgZ1I92GNbKMmuDmhv2,Female,15.69875,48000,7,66
sna,sna_9687,13lBLON54icGjb0Hgg2OhJ5AgxJ2,Male,17.37875,48000,17,142
sna,sna_9691,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.57875,48000,27,199
sna,sna_9610,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,20.97875,48000,13,127
sna,sna_9666,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,19.15475,48000,17,123
sna,sna_9694,2Q9Qx8uHQ5VAkWNdgqd7mVEeE2u1,Male,19.17875,48000,29,252
sna,sna_9631,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,21.14675,48000,18,138
sna,sna_9693,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,22.41875,48000,33,272
sna,sna_9604,DOToxzuX5sOrpgBfaHxwVNzE7la2,Female,23.54675,48000,23,183
sna,sna_9662,CZQ37aLaUZfNpliatFqfC42MBUC3,Female,24.33875,48000,30,197
sna,sna_9655,IORd2eNihBh3Uz0XkY4LdY9Ehps1,Male,24.19475,48000,21,162
sna,sna_9689,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,26.85875,48000,31,274
sna,sna_60616,2Eud8lyLlsMcciYhmlkwVRtBwi82,Female,15.81875,48000,20,180
sna,sna_60601,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.21875,48000,21,168
sna,sna_60627,x78Xo9rvJUaWam0JDzmvkIufFHp1,Female,18.81875,48000,20,166
sna,sna_60655,oCN8mxzXTwaSHzRN0Uuo4Zd3PSY2,female,18.14675,48000,19,158
sna,sna_60657,HXSmKKHwhSeTISajB4DdrPePyLm2,Female,18.45875,48000,19,139
sna,sna_60625,1PHOsx2JIpUU4lMLgTd3ssjITjf1,Male,21.77075,48000,20,165
sna,sna_60692,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,19.46675,48000,16,116
sna,sna_60633,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,27.26675,48000,23,174
sna,sna_60681,KeZGlSe8KMNMWnnC3l3QPsPAOUH2,Female,24.81875,48000,40,332
sna,sna_60684,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,24.98675,48000,38,280
sna,sna_60691,q7CSRCHvTrOuNdrAnuBLhdSnT9I2,Female,27.57875,48000,44,331
sna,sna_86944,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,15.57875,48000,15,126
sna,sna_86975,YbvzAao3AMeJQvwkBlwZVItOsn92,Male,15.57875,48000,26,219
sna,sna_86982,HXSmKKHwhSeTISajB4DdrPePyLm2,Female,15.45875,48000,12,90
sna,sna_86920,0B0oxTbCrKeSD3CojZrSlAt7Je93,Female,16.77875,48000,24,195
sna,sna_86921,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,18.09875,48000,28,216
sna,sna_86953,CUBWhUHYrpdoA4u6bodqHGer0my1,Female,19.46675,48000,14,117
sna,sna_86984,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,18.09875,48000,22,183
sna,sna_86959,DVRNxPvJnmebFbLnQhG9VSCLhdf2,Male,19.94675,48000,21,184
sna,sna_86978,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,20.66675,48000,29,216
sna,sna_86973,6MXQrhAUdeQRGhKRUyE6daG3Qvm2,Male,20.30675,48000,21,172
sna,sna_86907,3G2FJSUtrURBAEzZnL5t4lREAXF2,Female,23.61875,48000,13,120
sna,sna_27459,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,15.57875,48000,21,162
sna,sna_27438,7erMyYrd9qflZJjN1wOPrEgigQu2,Female,17.25875,48000,24,198
sna,sna_27424,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,16.70675,48000,18,165
sna,sna_27491,MRTL0yRE9JYPru6liwSsoRCMIiD3,Male,17.49875,48000,12,122
sna,sna_27426,oCN8mxzXTwaSHzRN0Uuo4Zd3PSY2,female,19.65875,48000,22,173
sna,sna_27408,7UbpWlepR6OHT8S5tcibbkcQWOC2,Male,20.54675,48000,31,245
sna,sna_27497,T33w3KIsJJYMb9tmz2XxSYlgpcA2,male,17.78675,48000,25,169
sna,sna_27453,6yMVEvNaWJXi2UbPLujF6C4uGVJ3,Female,19.89875,48000,24,177
sna,sna_27413,0V0O30nOtCOPDLoWZ1pSZpoGvYp1,Male,21.21875,48000,29,260
sna,sna_27488,Mg2nsqbQ5IR7buwlHrHBQqyf4iZ2,Female,21.14675,48000,24,209
sna,sna_27477,f4LbqfoJ6HXJeYxnuIrfZlP7qaM2,Female,24.62675,48000,22,208
sna,sna_27435,CtZCmGBDOjYnqksPXa5d3Gl7z9i1,Male,25.17875,48000,17,129
lug,lug_96123,188,Male,16.56275,16000,13,105
lug,lug_96152,939,Male,17.82275,16000,23,158
lug,lug_96158,665,Female,23.76275,16000,27,206
lug,lug_96135,1539,Male,43.81475,16000,27,221
lug,lug_54316,1212,Female,19.98275,16000,32,210
lug,lug_54323,175,Female,25.49075,16000,29,213
lug,lug_54328,2515,Male,24.01475,16000,35,246
lug,lug_54379,1487,Female,23.07875,16000,25,181
lug,lug_54395,1428,Male,22.75475,16000,23,159
lug,lug_54360,2474,Male,37.37075,16000,50,386
lug,lug_54391,1500,Male,30.38675,16000,40,233
lug,lug_75981,918,Female,18.39875,16000,19,126
lug,lug_75972,1178,Male,32.33075,16000,29,209
lug,lug_75901,1309,Female,40.89875,16000,52,369
lug,lug_1656,890,Female,27.79475,16000,34,243
lug,lug_1655,891,Female,28.87475,16000,34,222
lug,lug_1686,1741,Male,27.72275,16000,33,223
lug,lug_1648,1585,Male,37.80275,16000,54,353
lug,lug_39021,1155,Female,18.86675,16000,18,139
lug,lug_39033,1671,Female,31.89875,16000,55,353
lug,lug_39072,2563,Female,27.29075,16000,32,265
lug,lug_39086,172,Male,28.62275,16000,40,305
lug,lug_39016,2532,Female,35.49875,16000,31,216
lug,lug_10916,156,Male,28.08275,16000,47,294
